sample_role,parent_asin,proposed_device_type,source_domains,main_category,title,categories_evidence,limited_metadata_evidence,original_exclusion_reason,exclusion_gate_categories,supporting_metadata_fields,matched_device_terms,matched_smart_terms,proposed_decision,confidence,audit_label,audit_notes,draft_version,sampling_rank
recovery_candidate,B00062WV9U,smart_switch,Electronics,,Netgear ProSafe 48-Port Gigabit Smart Switch (GS748TNA),Electronics Computers & Accessories Networking Products Switches,"categories: Electronics Computers & Accessories Networking Products Switches | features: Contents: 48-port Gigabit Smart Switch GS748T, Rubber footpads, Power cord, Rack-mount kit, Smart Switch Resource CD, Smart Switch Installation guide 4 SFP slots for fiber Gigabit Ethernet modules IEEE 802.1Q Tag VLAN (up to 64 Static VLAN groups) Port-based VLAN (up to 48 groups) IEEE 802.1p (Class of Service) | description: Ideal for combining 10, 100, and 1000 Mbps devices it delivers 10/100/1000 automatic speed and full/half-duplex sensing plus Auto Uplink on every port. | details: Best Sellers Rank Computer Networking Switches 2924 Brand NETGEAR Color blue Compatible Devices Desktop Date First Avail",smart_switch:required_target_context_absent|smart_switch:wrong_product:port,required_target_context_absent|wrong_product,title|features,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,0e454c0825ef75756ba02328e76e9d6bb9c6fafc4509accff91177ba960487fe
recovery_candidate,B007TIYZFC,smart_switch,Electronics,Computers,"2019 Acer Switch SW5 10.1"" 1280 x 800 Touchscreen 2-in-1 Tablet Convertible Laptop Computer, Intel Quad-Core Atom x5-Z8350 1.44GHz, 4GB RAM, 64GB eMMC, 802.11ac WiFi, USB 3.1, Windows 10 Professional",Electronics Computers & Accessories Computers & Tablets Laptops Traditional Laptops,"categories: Electronics Computers & Accessories Computers & Tablets Laptops Traditional Laptops | features: Powered by latest Intel Quad-Core Atom x5-Z8350 (1. 44 GHz), Processor Bit support 64-bit 10. 1"" Lcd WXGA touchscreen 1280x800, built-in webcam, 2-in-1 tablet, Intel HD Graphics 4GB system Memory for advanced multitasking; 64GB eMMC flash memory This Ultra compact Memory system is ideal for mobile devices and applications, providing enhanced storage capabilities, streamlined data management, quick boot-up times and … | description: Acer Switch 10. 1"" Touchscreen 2-in-1 Tablet Convertible Laptop Boost your academic performance with this 10. 1-inch Acer Chromebook. The Intel Core x5-Z835",smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent,approved_identity_phrase_absent|required_target_context_absent,title|description|details,switch,wi fi|wifi,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,0e8bfcee6c8649c93dfd2d5c404937e11aecd0486e232422d8b78edf153ff3e1
recovery_candidate,B004OA721C,smart_switch,Electronics,All Electronics,Cisco SG200-08 8-port Gigabit Smart Switch (SLM2008T-NA),Electronics Computers & Accessories Networking Products Switches,"categories: Electronics Computers & Accessories Networking Products Switches | features: … and configuration PoE options are available in both Fast Ethernet and Gigabit Ethernet models, simplifying IP telephony and wireless deployments Switches automatically configure connected IP phones with the right VLAN and quality-of-service parameters to prioritize voice traffic.Status Indicators:Link activity, port transmission speed, system, PoE Speed file transfer times, keep business applications available, | description: Product Description Cisco SG200-08 8-port Gigabit Smart Switch (SLM2008T-NA) From the Manufacturer The Cisco SG200-08 switch is an affordable, 8-port Gigabit Ethernet smart switch",smart_switch:required_target_context_absent|smart_switch:wrong_product:port,required_target_context_absent|wrong_product,title|description,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,0f9e8eb6f837dbfb07f4963480a2793a1986c63e28f48b012534a7d38b0ab95f
recovery_candidate,B01EFTOSLI,smart_switch,Electronics,Computers,EnGenius Neutron EWS1200D-10T 8-Port Gigabit Managed Smart Switch,Electronics Computers & Accessories Networking Products Switches,"categories: Electronics Computers & Accessories Networking Products Switches | features: Controller-based or centralized network management via ezmaster software 8 Gigabit Ethernet ports (10/100/1000 Mbps) Configure, manage & monitor up to 50 neutron ews aps via controller mode Scales with your network needs, manage 50+ ews aps via ezmaster software Auto-discovery & provisioning of neutron ews aps | description: Engenius EWS1200D-10T is an 8-Port gigabit layer 2 managed smart switch with wlan controller for simplified network configuration, monitoring, and management options plus ezmaster centralized network management software, a robust, easy-to-use Web-based Tool. Its enterprise-class feat",smart_switch:required_target_context_absent|smart_switch:wrong_product:port,required_target_context_absent|wrong_product,title|description|details,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,0fcb731e95f676378d89ff3f4b6eefbfac807761728ff047aa5db7e0a8d5ecc1
recovery_candidate,B09S12ZFVP,smart_switch,Electronics,Computers,"Samsung Galaxy Tab A8 Android Tablet, 10.5” LCD Screen, 64GB Storage, Long-Lasting Battery, Kids Content, Smart Switch, Expandable Memory, Gray, SM-X200NZAZXAR (Renewed)",Electronics Computers & Accessories Computers & Tablets Tablets,"categories: Electronics Computers & Accessories Computers & Tablets Tablets | features: A Screen Everyone Will Love: Whether your family is streaming or video chatting with friends, the Galaxy Tab A8 tablet brings out the best in every moment on a 10.5"" LCD screen Power and Storage for All: Get the power, storage and speed your family needs with an upgraded chipset and plenty of room to keep files — up to 128GB of storage; A long-lasting battery lets you go unplugged for hours to keep the family fun go… | description: When it comes to family, sharing is caring. Bring home a quality tablet everyone can easily enjoy with Samsung Galaxy Tab A8, the awesomely entertaining tablet enhanced by the ",smart_switch:required_target_context_absent,required_target_context_absent,title,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,0fea8b5506e1680aa6b5c8c29d93f0d51999437b6604adc1de1fbe9a2a0ed0d2
recovery_candidate,B00V4TJR00,smart_switch,Home_and_Kitchen,Tools & Home Improvement,WILLHI WH1436A 10A Temperature Controller 110V Digital Thermostat Switch Sous Vide Controller NTC 10K Sensor Improved Version,Home & Kitchen Kitchen & Dining Small Appliances Specialty Appliances Sous Vide Machines,"categories: Home & Kitchen Kitchen & Dining Small Appliances Specialty Appliances Sous Vide Machines | features: …! Simplified operation, larger power, wider control range, standard U.S. outlet, enhanced waterproof sensor probe. Get the new version right now. NO WIFI connection! HEATING OR REFRIGERATION WORKING MODE: Switch between heating mode and refrigeration mode according to the settings and device you plug into the controller. NO wifi connection! MAX LOAD: Rated for 10A,1100W at 110V. Outlet not compatible with 2 hot lines… | description: …setting after power off: YES 11. press or delay protection: YES 12. High and Low Temperature alarm: Yes 13. Product size: 4. 9x3. 6x1. 8 inch (12. 5",smart_plug:approved_identity_phrase_absent|smart_plug:identity_not_in_title_or_categories|smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent|smart_switch:smart_evidence_not_in_title_or_categories,approved_identity_phrase_absent|multi-type conflict|required_target_context_absent|smart_evidence_not_in_title_or_categories,title|features|description,switch,wi fi|wifi,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,100fe819c900c8da517732f33ca6716c04a768a2f58287be8b0806f25df134e5
recovery_candidate,B00L0LDYME,smart_switch,Electronics,Computers,"Cisco SG220-26-K9 26-Port Gigabit Smart Plus Switch, Black",Electronics Computers & Accessories Networking Products Switches,"categories: Electronics Computers & Accessories Networking Products Switches | features: Total Number of network Ports: 26 Layer supported: 2 Number of total expansion Slots: 2 Memory storage capacity: 128.0 MB | description: In today's fast-paced business environment, business owners are becoming more selective in it investment, including the network infrastructure. The network is a critical platform for business productivity, and a fast, reliable, and secure network is more important than ever to help you stay ahead of the competition and grow your business. With a limited budget, GETTING the most value for your money becomes especiall…",smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent|smart_switch:wrong_product:port,approved_identity_phrase_absent|required_target_context_absent|wrong_product,title|details,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,119e06fab86eb49f9682cc3c27cfc5175093290ef969cef33527b310b251c299
recovery_candidate,B071CTF9DN,smart_switch,Home_and_Kitchen,Amazon Home,"Mini USB Metal Table Fan,Touch Switch with Smart Sensor 2 Speed Circulation Technology Adjust Indoor Air Flow for Family Office (Black)",,"details: Control Method Touch Controller Type Button Control Date First Available July 23, 2017 Electric fan design Table Fan Included Components Cord Indoor/Outdoor Usage Indoor Is Discontinued By Manufacturer No Item Weight 10.2 ounces Item model number YC-012F Mounting Type Tabletop Number of Blades 3 Number of Speeds 2 Power Source Corded Electric Product Dimensions 4.49 x 4.49 x 4.49 inches Recommended Uses For Product …",smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent,approved_identity_phrase_absent|required_target_context_absent,title,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,11a928a2b0769f0596eb85600abeb17ff21be49701a7952d881e8d8ae55d154e
recovery_candidate,B002WN8UHS,smart_switch,Electronics,,NETGEAR ProSafe 16-Port Fast Ethernet Unmanaged Plus Switch FS116E,Electronics Computers & Accessories Networking Products Switches,"categories: Electronics Computers & Accessories Networking Products Switches | features: Use as a Plug-and-Play switch or use the configuration utility for simple setup Support network monitoring, traffic prioritization and virtual network groups Green Ethernet for reduced power consumption | description: Product Description Gigabit Switching with Wireless-N for Faster Network Performance, Wireless-N technology for faster wireless speeds and range, Four Gigabit Ethernet ports deliver ultra-fast wired connections, ReadyShare provides fast and easy shared access to an external USB storage device, Live Parental Controls powered by OpenDNS blocks unsafe internet content and applications, Broadba",smart_plug:approved_identity_phrase_absent|smart_plug:identity_not_in_title_or_categories|smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent|smart_switch:smart_evidence_not_in_title_or_categories|smart_switch:wrong_product:ethernet|smart_switch:wrong_product:port,approved_identity_phrase_absent|multi-type conflict|required_target_context_absent|smart_evidence_not_in_title_or_categories|wrong_product,title|features|description,switch,wi fi|wifi,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,12417fc62f51fd8096e470572c0b775928999f41742d0d008ab52f44641d38c8
recovery_candidate,B0964TPJPB,smart_switch,Electronics,All Electronics,"JVC Gumy Gamer, in Ear Earbud Headphones with Mic, Remote, and Mute Switch for Gaming and Chatting, Powerful Sound, Comfortable and Secure Fit, Silicone Ear Pieces S/M/L - HAFX7GR (Red)","Electronics Headphones, Earbuds & Accessories Headphones & Earbuds Earbud Headphones","categories: Electronics Headphones, Earbuds & Accessories Headphones & Earbuds Earbud Headphones | features: …and voice chat COLOR CORD - 3. 3 Foot Cord for easy connection with the fear of running out of a battery charge OPTOMIZED SOUND FOR GAMING - Great sound and voice control makes this a great addition to your gaming experience Connectivity technology: Wired | details: Brand JVC Color Orange Connectivity Technology Wired Form Factor In Ear Model Name HAFX7G",smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent|smart_switch:smart_evidence_not_in_title_or_categories,approved_identity_phrase_absent|required_target_context_absent|smart_evidence_not_in_title_or_categories,title|features,switch,voice control,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,1361ede3c37b92b37120cb06086c011f61051e1c38b230893d1ac349ea1a6493
recovery_candidate,B08HCBW627,smart_switch,Electronics,Amazon Devices,"Made for Amazon BLE Smart Switch, Gen3 Compatible with Echo v4, Echo Dot v3&v4, Echo Flex, Echo Input, Echo Show 5 & 8, and Echo Studio.",Amazon Devices & Accessories Amazon Device Accessories,"categories: Amazon Devices & Accessories Amazon Device Accessories | features: [EASY INSTALLATION] No wiring required. Snaps on top of an existing toggle or rocker light switch and mechanically controls the underlying switch. [ALEXA ENABLED] Turn your light on/off using voice commands or set to a schedule by creating Alexa routines. [WIDE RANGE OF USES] No neutral wire required. Works with any voltage (12v, 24v, 110v, 220v). Ideal solution for low-voltage switches like those used with gas firep… | description: The Third Reality Smart Switch Gen3 is a simple solution for automating your wall switches. It mechanically turns existing Toggle or Rocker switches on /off. Smart Switches can be plac",smart_switch:required_target_context_absent,required_target_context_absent,title|features|description,existing toggle|light switch|neutral wire|switch,alexa|smart_near_switch,include,medium,correct_target,"Primary switch identity, wall-lighting context, and connected-control evidence are all present.",w3-v1.4.0-draft,1418ec6ffe332c0b6c9d0cd43f9191d902cb12da9370790be518c9aa95b5e02a
